,SELL_ID,SELL_CATEGORY,ITEM_NAME,CALENDAR_DATE,PRICE,QUANTITY,YEAR,HOLIDAY,IS_WEEKEND,IS_SCHOOLBREAK,AVERAGE_TEMPERATURE,IS_OUTDOOR
1967,2053,2,COKE,11/18/13,10.45,64,2013,No Holiday,0,0,42.8,1
1975,2053,2,COKE,11/18/14,12.77,42,2014,No Holiday,0,0,39.2,1
1983,2053,2,COKE,11/19/12,12.42,48,2012,No Holiday,0,0,37.4,1
1991,2053,2,COKE,11/19/13,10.45,60,2013,No Holiday,0,0,39.2,1
1999,2053,2,COKE,11/19/14,12.77,48,2014,No Holiday,0,0,39.2,1
2007,2053,2,COKE,11/2/12,12.42,48,2012,No Holiday,0,0,53.6,1
2031,2053,2,COKE,11/20/12,12.42,44,2012,No Holiday,0,0,37.4,1
2039,2053,2,COKE,11/20/13,10.45,58,2013,No Holiday,0,0,39.2,1
2047,2053,2,COKE,11/20/14,12.77,50,2014,No Holiday,0,0,39.2,1
2055,2053,2,COKE,11/21/12,12.42,48,2012,No Holiday,0,0,41.0,1
2063,2053,2,COKE,11/21/13,10.45,64,2013,No Holiday,0,0,41.0,1
2071,2053,2,COKE,11/21/14,12.77,44,2014,No Holiday,0,0,39.2,1
2079,2053,2,COKE,11/22/12,12.42,48,2012,No Holiday,0,0,39.2,1
2087,2053,2,COKE,11/22/13,10.45,64,2013,No Holiday,0,0,35.6,1
2103,2053,2,COKE,11/23/12,12.42,50,2012,No Holiday,0,0,33.8,1
2143,2053,2,COKE,11/24/14,12.77,46,2014,No Holiday,0,0,39.2,1
2159,2053,2,COKE,11/25/13,10.45,58,2013,No Holiday,0,0,37.4,1
2167,2053,2,COKE,11/25/14,12.77,46,2014,No Holiday,0,0,35.6,1
2175,2053,2,COKE,11/26/12,12.42,48,2012,No Holiday,0,0,39.2,1
2183,2053,2,COKE,11/26/13,10.45,64,2013,No Holiday,0,0,33.8,1
2191,2053,2,COKE,11/26/14,12.77,42,2014,No Holiday,0,0,33.8,1
2199,2053,2,COKE,11/27/12,12.42,44,2012,No Holiday,0,0,37.4,1
2207,2053,2,COKE,11/27/13,10.45,60,2013,No Holiday,0,0,35.6,1
2215,2053,2,COKE,11/27/14,12.77,46,2014,No Holiday,0,0,28.4,1
2223,2053,2,COKE,11/28/12,12.42,44,2012,No Holiday,0,0,35.6,1
2239,2053,2,COKE,11/28/14,12.77,48,2014,No Holiday,0,0,33.8,1
2247,2053,2,COKE,11/29/12,12.42,44,2012,No Holiday,0,0,32.0,1
2255,2053,2,COKE,11/29/13,10.45,58,2013,No Holiday,0,0,32.0,1
2287,2053,2,COKE,11/3/14,12.77,48,2014,No Holiday,0,0,50.0,1
2295,2053,2,COKE,11/30/12,12.42,48,2012,No Holiday,0,0,32.0,1
2327,2053,2,COKE,11/4/13,10.45,64,2013,No Holiday,0,0,35.6,1
2335,2053,2,COKE,11/4/14,12.77,46,2014,No Holiday,0,0,51.8,1
2343,2053,2,COKE,11/5/12,12.42,52,2012,No Holiday,0,0,53.6,1
2351,2053,2,COKE,11/5/13,10.45,58,2013,No Holiday,0,0,39.2,1
2359,2053,2,COKE,11/5/14,12.77,48,2014,No Holiday,0,0,50.0,1
2367,2053,2,COKE,11/6/12,12.42,48,2012,No Holiday,0,0,51.8,1
2375,2053,2,COKE,11/6/13,10.45,60,2013,No Holiday,0,0,41.0,1
2383,2053,2,COKE,11/6/14,12.77,50,2014,No Holiday,0,0,50.0,1
2391,2053,2,COKE,11/7/12,12.42,52,2012,No Holiday,0,0,50.0,1
2399,2053,2,COKE,11/7/13,10.45,62,2013,No Holiday,0,0,41.0,1
2407,2053,2,COKE,11/7/14,12.77,46,2014,No Holiday,0,0,48.2,1
2415,2053,2,COKE,11/8/12,12.42,48,2012,No Holiday,0,0,46.4,1
2423,2053,2,COKE,11/8/13,10.45,58,2013,No Holiday,0,0,42.8,1
2439,2053,2,COKE,11/9/12,12.42,44,2012,No Holiday,0,0,46.4,1
2479,2053,2,COKE,12/1/14,12.77,42,2014,No Holiday,0,0,39.2,1
2487,2053,2,COKE,12/10/12,12.42,52,2012,No Holiday,0,0,32.0,1
2503,2053,2,COKE,12/10/14,12.77,48,2014,No Holiday,0,0,33.8,1
2511,2053,2,COKE,12/11/12,12.42,50,2012,No Holiday,0,0,33.8,1
2527,2053,2,COKE,12/11/14,12.77,42,2014,No Holiday,0,0,33.8,1
2535,2053,2,COKE,12/12/12,12.42,50,2012,No Holiday,0,0,35.6,1
2543,2053,2,COKE,12/12/13,10.45,64,2013,No Holiday,0,0,30.2,1
2559,2053,2,COKE,12/13/12,12.42,46,2012,No Holiday,0,0,32.0,1
2567,2053,2,COKE,12/13/13,10.45,56,2013,No Holiday,0,0,30.2,1
2623,2053,2,COKE,12/15/14,12.77,46,2014,No Holiday,0,0,32.0,1
2639,2053,2,COKE,12/16/13,10.45,64,2013,No Holiday,0,0,32.0,1
2647,2053,2,COKE,12/16/14,10.81,54,2014,No Holiday,0,0,30.2,1
2703,2053,2,COKE,12/19/12,12.42,46,2012,No Holiday,0,0,30.2,1
2735,2053,2,COKE,12/2/13,10.45,60,2013,No Holiday,0,0,30.2,1
2743,2053,2,COKE,12/2/14,12.77,50,2014,No Holiday,0,0,41.0,1
2751,2053,2,COKE,12/20/12,12.42,44,2012,No Holiday,0,0,30.2,1
2759,2053,2,COKE,12/20/13,10.45,62,2013,No Holiday,0,0,26.6,1
2887,2053,2,COKE,12/25/14,10.81,60,2014,No Holiday,0,0,32.0,1
2895,2053,2,COKE,12/26/12,12.42,48,2012,No Holiday,0,0,30.2,1
2919,2053,2,COKE,12/27/12,13.41,42,2012,No Holiday,0,0,30.2,1
2991,2053,2,COKE,12/3/12,12.42,48,2012,No Holiday,0,0,32.0,1
3007,2053,2,COKE,12/3/14,12.77,44,2014,No Holiday,0,0,42.8,1
3031,2053,2,COKE,12/30/14,10.81,52,2014,No Holiday,0,0,33.8,1
3055,2053,2,COKE,12/31/14,10.81,56,2014,No Holiday,0,0,35.6,1
3063,2053,2,COKE,12/4/12,12.42,44,2012,No Holiday,0,0,33.8,1
3071,2053,2,COKE,12/4/13,10.45,60,2013,No Holiday,0,0,28.4,1
3079,2053,2,COKE,12/4/14,12.77,48,2014,No Holiday,0,0,42.8,1
3087,2053,2,COKE,12/5/12,12.42,50,2012,No Holiday,0,0,32.0,1
3103,2053,2,COKE,12/5/14,12.77,44,2014,No Holiday,0,0,39.2,1
3111,2053,2,COKE,12/6/12,12.42,44,2012,No Holiday,0,0,32.0,1
3175,2053,2,COKE,12/8/14,12.77,50,2014,No Holiday,0,0,39.2,1
3199,2053,2,COKE,12/9/14,12.77,46,2014,No Holiday,0,0,33.8,1
3207,2053,2,COKE,2/1/12,12.6,48,2012,No Holiday,0,0,32.0,1
3239,2053,2,COKE,2/10/12,12.6,44,2012,No Holiday,0,0,32.0,1
3311,2053,2,COKE,2/12/13,13.41,44,2013,No Holiday,0,0,32.0,1
3335,2053,2,COKE,2/13/12,12.6,46,2012,No Holiday,0,0,32.0,1
3343,2053,2,COKE,2/13/13,13.41,44,2013,No Holiday,0,0,33.8,1
3367,2053,2,COKE,2/14/12,12.6,44,2012,No Holiday,0,0,32.0,1
3399,2053,2,COKE,2/15/12,12.6,48,2012,No Holiday,0,0,32.0,1
3407,2053,2,COKE,2/15/13,13.41,42,2013,No Holiday,0,0,32.0,1
3431,2053,2,COKE,2/16/12,12.6,42,2012,No Holiday,0,0,32.0,1
3463,2053,2,COKE,2/17/12,12.6,42,2012,No Holiday,0,0,32.0,1
3487,2053,2,COKE,2/17/15,10.81,60,2015,No Holiday,0,0,32.0,1
3519,2053,2,COKE,2/18/15,10.81,60,2015,No Holiday,0,0,30.2,1
3535,2053,2,COKE,2/19/13,13.41,42,2013,No Holiday,0,0,32.0,1
3551,2053,2,COKE,2/19/15,10.81,52,2015,No Holiday,0,0,32.0,1
3591,2053,2,COKE,2/20/12,12.6,44,2012,No Holiday,0,0,37.4,1
3599,2053,2,COKE,2/20/13,13.41,44,2013,No Holiday,0,0,35.6,1
3615,2053,2,COKE,2/20/15,10.81,52,2015,No Holiday,0,0,32.0,1
3623,2053,2,COKE,2/21/12,12.6,44,2012,No Holiday,0,0,39.2,1
3631,2053,2,COKE,2/21/13,13.41,40,2013,No Holiday,0,0,33.8,1
3639,2053,2,COKE,2/21/14,12.37,44,2014,No Holiday,0,0,33.8,1
3655,2053,2,COKE,2/22/12,12.6,44,2012,No Holiday,0,0,39.2,1
3663,2053,2,COKE,2/22/13,13.41,46,2013,No Holiday,0,0,35.6,1
3687,2053,2,COKE,2/23/12,12.6,46,2012,No Holiday,0,0,42.8,1
3711,2053,2,COKE,2/23/15,10.81,52,2015,No Holiday,0,0,33.8,1
3719,2053,2,COKE,2/24/12,12.6,46,2012,No Holiday,0,0,39.2,1
3735,2053,2,COKE,2/24/14,12.37,44,2014,No Holiday,0,0,33.8,1
3743,2053,2,COKE,2/24/15,10.81,58,2015,No Holiday,0,0,39.2,1
3759,2053,2,COKE,2/25/13,13.41,38,2013,No Holiday,0,0,32.0,1
3767,2053,2,COKE,2/25/14,12.37,44,2014,No Holiday,0,0,28.4,1
3775,2053,2,COKE,2/25/15,10.81,56,2015,No Holiday,0,0,41.0,1
3791,2053,2,COKE,2/26/13,13.41,42,2013,No Holiday,0,0,32.0,1
3799,2053,2,COKE,2/26/14,12.37,50,2014,No Holiday,0,0,37.4,1
3807,2053,2,COKE,2/26/15,10.81,56,2015,No Holiday,0,0,41.0,1
3815,2053,2,COKE,2/27/12,12.6,50,2012,No Holiday,0,0,30.2,1
3823,2053,2,COKE,2/27/13,13.41,42,2013,No Holiday,0,0,35.6,1
3831,2053,2,COKE,2/27/14,12.37,52,2014,No Holiday,0,0,42.8,1
3839,2053,2,COKE,2/27/15,10.81,60,2015,No Holiday,0,0,37.4,1
3847,2053,2,COKE,2/28/12,12.6,42,2012,No Holiday,0,0,33.8,1
3855,2053,2,COKE,2/28/13,13.41,44,2013,No Holiday,0,0,35.6,1
3863,2053,2,COKE,2/28/14,12.37,52,2014,No Holiday,0,0,41.0,1
4071,2053,2,COKE,2/9/12,12.6,42,2012,No Holiday,0,0,32.0,1
4103,2053,2,COKE,3/1/12,12.6,50,2012,No Holiday,0,0,33.8,1
4132,2053,2,COKE,3/1/13,13.13,50,2013,No Holiday,0,0,39.2,1
4133,2053,2,COKE,3/1/13,13.13,50,2013,No Holiday,0,0,32.0,1
4134,2053,2,COKE,3/1/13,13.41,80,2013,No Holiday,0,0,39.2,1
4135,2053,2,COKE,3/1/13,13.41,80,2013,No Holiday,0,0,32.0,1
4175,2053,2,COKE,3/10/14,12.37,48,2014,No Holiday,0,0,39.2,1
4183,2053,2,COKE,3/10/15,10.81,52,2015,No Holiday,0,0,42.8,1
4207,2053,2,COKE,3/11/14,12.37,48,2014,No Holiday,0,0,46.4,1
4215,2053,2,COKE,3/11/15,10.81,56,2015,No Holiday,0,0,44.6,1
4223,2053,2,COKE,3/12/12,12.6,50,2012,No Holiday,0,0,55.4,1
4231,2053,2,COKE,3/12/13,13.41,38,2013,No Holiday,0,0,37.4,1
4239,2053,2,COKE,3/12/14,12.37,48,2014,No Holiday,0,0,39.2,1
4247,2053,2,COKE,3/12/15,10.81,60,2015,No Holiday,0,0,39.2,1
4255,2053,2,COKE,3/13/12,12.6,44,2012,No Holiday,0,0,50.0,1
4263,2053,2,COKE,3/13/13,13.41,44,2013,No Holiday,0,0,42.8,1
4271,2053,2,COKE,3/13/14,12.37,50,2014,No Holiday,0,0,37.4,1
4279,2053,2,COKE,3/13/15,10.81,52,2015,No Holiday,0,0,46.4,1
4287,2053,2,COKE,3/14/12,12.6,42,2012,No Holiday,0,0,41.0,1
4295,2053,2,COKE,3/14/13,13.41,40,2013,No Holiday,0,0,42.8,1
4303,2053,2,COKE,3/14/14,12.37,46,2014,No Holiday,0,0,41.0,1
4319,2053,2,COKE,3/15/12,12.6,46,2012,No Holiday,0,0,37.4,1
4327,2053,2,COKE,3/15/13,13.41,38,2013,No Holiday,0,0,44.6,1
4351,2053,2,COKE,3/16/12,12.6,46,2012,No Holiday,0,0,42.8,1
4375,2053,2,COKE,3/16/15,10.81,52,2015,No Holiday,0,0,51.8,1
4399,2053,2,COKE,3/17/14,12.37,50,2014,No Holiday,0,0,53.6,1
4407,2053,2,COKE,3/17/15,10.81,58,2015,No Holiday,0,0,53.6,1
4423,2053,2,COKE,3/18/13,13.41,40,2013,No Holiday,0,0,35.6,1
4431,2053,2,COKE,3/18/14,12.37,52,2014,No Holiday,0,0,42.8,1
4439,2053,2,COKE,3/18/15,10.81,58,2015,No Holiday,0,0,51.8,1
4447,2053,2,COKE,3/19/12,12.6,50,2012,No Holiday,0,0,46.4,1
4455,2053,2,COKE,3/19/13,13.41,38,2013,No Holiday,0,0,37.4,1
4463,2053,2,COKE,3/19/14,12.37,52,2014,No Holiday,0,0,32.0,1
4471,2053,2,COKE,3/19/15,10.81,54,2015,No Holiday,0,0,46.4,1
4479,2053,2,COKE,3/2/12,12.6,46,2012,No Holiday,0,0,35.6,1
4503,2053,2,COKE,3/2/15,10.81,52,2015,No Holiday,0,0,39.2,1
4511,2053,2,COKE,3/20/12,12.6,42,2012,No Holiday,0,0,44.6,1
4519,2053,2,COKE,3/20/13,13.41,38,2013,No Holiday,0,0,44.6,1
4527,2053,2,COKE,3/20/14,12.37,52,2014,No Holiday,0,0,39.2,1
4535,2053,2,COKE,3/20/15,10.81,54,2015,No Holiday,0,0,50.0,1
4543,2053,2,COKE,3/21/12,12.6,42,2012,No Holiday,0,0,37.4,1
4551,2053,2,COKE,3/21/13,13.41,40,2013,No Holiday,0,0,46.4,1
4559,2053,2,COKE,3/21/14,12.37,52,2014,No Holiday,0,0,46.4,1
4575,2053,2,COKE,3/22/12,12.6,44,2012,No Holiday,0,0,39.2,1
4583,2053,2,COKE,3/22/13,13.41,40,2013,No Holiday,0,0,41.0,1
4607,2053,2,COKE,3/23/12,12.6,46,2012,No Holiday,0,0,42.8,1
4631,2053,2,COKE,3/23/15,10.81,60,2015,No Holiday,0,0,55.4,1
4655,2053,2,COKE,3/24/14,12.37,52,2014,No Holiday,0,0,39.2,1
4663,2053,2,COKE,3/24/15,10.81,58,2015,No Holiday,0,0,59.0,1
4679,2053,2,COKE,3/25/13,13.41,38,2013,No Holiday,0,0,46.4,1
4687,2053,2,COKE,3/25/14,12.37,44,2014,No Holiday,0,0,42.8,1
4695,2053,2,COKE,3/25/15,10.81,54,2015,No Holiday,0,0,60.8,1
4703,2053,2,COKE,3/26/12,12.6,50,2012,No Holiday,0,0,46.4,1
4711,2053,2,COKE,3/26/13,13.41,44,2013,No Holiday,0,0,32.0,1
4719,2053,2,COKE,3/26/14,12.37,50,2014,No Holiday,0,0,48.2,1
4727,2053,2,COKE,3/26/15,10.81,60,2015,No Holiday,0,0,60.8,1
4735,2053,2,COKE,3/27/12,12.6,46,2012,No Holiday,0,0,48.2,1
4743,2053,2,COKE,3/27/13,13.41,42,2013,No Holiday,0,0,55.4,1
4751,2053,2,COKE,3/27/14,12.37,52,2014,No Holiday,0,0,50.0,1
4759,2053,2,COKE,3/27/15,10.81,54,2015,No Holiday,0,0,62.6,1
4767,2053,2,COKE,3/28/12,12.6,48,2012,No Holiday,0,0,50.0,1
4775,2053,2,COKE,3/28/13,13.41,46,2013,No Holiday,0,0,59.0,1
4783,2053,2,COKE,3/28/14,12.37,44,2014,No Holiday,0,0,41.0,1
4799,2053,2,COKE,3/29/12,12.6,50,2012,No Holiday,0,0,51.8,1
4807,2053,2,COKE,3/29/13,13.41,40,2013,No Holiday,0,0,53.6,1
4847,2053,2,COKE,3/3/14,12.37,46,2014,No Holiday,0,0,44.6,1
4855,2053,2,COKE,3/3/15,10.81,52,2015,No Holiday,0,0,37.4,1
4863,2053,2,COKE,3/30/12,12.6,42,2012,No Holiday,0,0,57.2,1
4887,2053,2,COKE,3/30/15,10.81,56,2015,No Holiday,0,0,62.6,1
4911,2053,2,COKE,3/31/14,12.37,50,2014,No Holiday,0,0,48.2,1
4919,2053,2,COKE,3/31/15,10.81,56,2015,No Holiday,0,0,57.2,1
4935,2053,2,COKE,3/4/13,13.41,42,2013,No Holiday,0,0,35.6,1
4943,2053,2,COKE,3/4/14,12.37,44,2014,No Holiday,0,0,46.4,1
4951,2053,2,COKE,3/4/15,10.81,52,2015,No Holiday,0,0,35.6,1
4959,2053,2,COKE,3/5/12,12.6,46,2012,No Holiday,0,0,44.6,1
4967,2053,2,COKE,3/5/13,13.41,42,2013,No Holiday,0,0,35.6,1
4975,2053,2,COKE,3/5/14,12.37,52,2014,No Holiday,0,0,50.0,1
4983,2053,2,COKE,3/5/15,10.81,56,2015,No Holiday,0,0,37.4,1
4991,2053,2,COKE,3/6/12,12.6,44,2012,No Holiday,0,0,39.2,1
4999,2053,2,COKE,3/6/13,13.41,44,2013,No Holiday,0,0,39.2,1
5007,2053,2,COKE,3/6/14,12.37,46,2014,No Holiday,0,0,46.4,1
5015,2053,2,COKE,3/6/15,10.81,56,2015,No Holiday,0,0,35.6,1
5023,2053,2,COKE,3/7/12,12.6,44,2012,No Holiday,0,0,39.2,1
5031,2053,2,COKE,3/7/13,13.41,44,2013,No Holiday,0,0,39.2,1
5039,2053,2,COKE,3/7/14,12.37,52,2014,No Holiday,0,0,50.0,1
5055,2053,2,COKE,3/8/12,12.6,42,2012,No Holiday,0,0,39.2,1
5063,2053,2,COKE,3/8/13,13.41,44,2013,No Holiday,0,0,32.0,1
5087,2053,2,COKE,3/9/12,12.6,44,2012,No Holiday,0,0,41.0,1
5111,2053,2,COKE,3/9/15,10.81,56,2015,No Holiday,0,0,39.2,1
5127,2053,2,COKE,4/1/13,13.41,46,2013,No Holiday,0,0,46.4,1
5135,2053,2,COKE,4/1/14,12.37,44,2014,No Holiday,0,0,46.4,1
5143,2053,2,COKE,4/1/15,10.81,60,2015,No Holiday,0,0,62.6,1
5151,2053,2,COKE,4/10/12,12.6,50,2012,No Holiday,0,0,50.0,1
5159,2053,2,COKE,4/10/13,13.41,42,2013,No Holiday,0,0,59.0,1
5167,2053,2,COKE,4/10/14,12.37,52,2014,No Holiday,0,0,46.4,1
5175,2053,2,COKE,4/10/15,10.81,54,2015,No Holiday,0,0,57.2,1
5183,2053,2,COKE,4/11/12,12.6,50,2012,No Holiday,0,0,57.2,1
5191,2053,2,COKE,4/11/13,13.41,40,2013,No Holiday,0,0,57.2,1
5199,2053,2,COKE,4/11/14,12.37,46,2014,No Holiday,0,0,48.2,1
5215,2053,2,COKE,4/12/12,12.6,50,2012,No Holiday,0,0,62.6,1
5223,2053,2,COKE,4/12/13,13.41,44,2013,No Holiday,0,0,60.8,1
5247,2053,2,COKE,4/13/12,12.6,42,2012,No Holiday,0,0,66.2,1
5271,2053,2,COKE,4/13/15,10.81,60,2015,No Holiday,0,0,62.6,1
5295,2053,2,COKE,4/14/14,12.37,48,2014,No Holiday,0,0,50.0,1
5303,2053,2,COKE,4/14/15,10.81,56,2015,No Holiday,0,0,66.2,1
5319,2053,2,COKE,4/15/13,13.41,44,2013,No Holiday,0,0,64.4,1
5327,2053,2,COKE,4/15/14,12.37,52,2014,No Holiday,0,0,55.4,1
5335,2053,2,COKE,4/15/15,12.26,50,2015,No Holiday,0,0,64.4,1
5343,2053,2,COKE,4/16/12,12.6,50,2012,No Holiday,0,0,66.2,1
5351,2053,2,COKE,4/16/13,13.41,42,2013,No Holiday,0,0,60.8,1
5359,2053,2,COKE,4/16/14,12.37,52,2014,No Holiday,0,0,53.6,1
5367,2053,2,COKE,4/16/15,12.26,50,2015,No Holiday,0,0,60.8,1
5375,2053,2,COKE,4/17/12,12.6,42,2012,No Holiday,0,0,57.2,1
5383,2053,2,COKE,4/17/13,13.41,42,2013,No Holiday,0,0,69.8,1
5391,2053,2,COKE,4/17/14,12.37,50,2014,No Holiday,0,0,55.4,1
5399,2053,2,COKE,4/17/15,12.26,46,2015,No Holiday,0,0,57.2,1
5407,2053,2,COKE,4/18/12,12.6,46,2012,No Holiday,0,0,57.2,1
5415,2053,2,COKE,4/18/13,13.41,42,2013,No Holiday,0,0,66.2,1
5423,2053,2,COKE,4/18/14,12.37,52,2014,No Holiday,0,0,50.0,1
5439,2053,2,COKE,4/19/12,12.6,48,2012,No Holiday,0,0,62.6,1
5447,2053,2,COKE,4/19/13,13.41,44,2013,No Holiday,0,0,62.6,1
5471,2053,2,COKE,4/2/12,12.6,44,2012,No Holiday,0,0,44.6,1
5487,2053,2,COKE,4/2/14,12.37,48,2014,No Holiday,0,0,53.6,1
