,SELL_ID,SELL_CATEGORY,ITEM_NAME,CALENDAR_DATE,PRICE,QUANTITY,YEAR,HOLIDAY,IS_WEEKEND,IS_SCHOOLBREAK,AVERAGE_TEMPERATURE,IS_OUTDOOR
1233,2051,2,BURGER,10/19/12,12.35,28,2012,No Holiday,0,0,59.0,1
1297,2051,2,BURGER,10/20/14,12.87,30,2014,No Holiday,0,0,55.4,1
1313,2051,2,BURGER,10/21/13,10.97,34,2013,No Holiday,0,0,51.8,1
1321,2051,2,BURGER,10/21/14,12.87,28,2014,No Holiday,0,0,53.6,1
1329,2051,2,BURGER,10/22/12,12.35,34,2012,No Holiday,0,0,60.8,1
1337,2051,2,BURGER,10/22/13,10.97,36,2013,No Holiday,0,0,50.0,1
1345,2051,2,BURGER,10/22/14,12.87,28,2014,No Holiday,0,0,50.0,1
1353,2051,2,BURGER,10/23/12,12.35,32,2012,No Holiday,0,0,50.0,1
1361,2051,2,BURGER,10/23/13,10.97,32,2013,No Holiday,0,0,55.4,1
1369,2051,2,BURGER,10/23/14,12.87,28,2014,No Holiday,0,0,48.2,1
1377,2051,2,BURGER,10/24/12,12.35,28,2012,No Holiday,0,0,46.4,1
1385,2051,2,BURGER,10/24/13,10.97,34,2013,No Holiday,0,0,57.2,1
1393,2051,2,BURGER,10/24/14,12.87,34,2014,No Holiday,0,0,50.0,1
1401,2051,2,BURGER,10/25/12,12.35,32,2012,No Holiday,0,0,50.0,1
1409,2051,2,BURGER,10/25/13,10.97,40,2013,No Holiday,0,0,59.0,1
1425,2051,2,BURGER,10/26/12,12.35,32,2012,No Holiday,0,0,48.2,1
1465,2051,2,BURGER,10/27/14,12.87,34,2014,No Holiday,0,0,53.6,1
1481,2051,2,BURGER,10/28/13,10.97,36,2013,No Holiday,0,0,53.6,1
1489,2051,2,BURGER,10/28/14,12.87,32,2014,No Holiday,0,0,51.8,1
1497,2051,2,BURGER,10/29/12,12.35,34,2012,No Holiday,0,0,53.6,1
1505,2051,2,BURGER,10/29/13,10.97,40,2013,No Holiday,0,0,46.4,1
1513,2051,2,BURGER,10/29/14,12.87,30,2014,No Holiday,0,0,48.2,1
1545,2051,2,BURGER,10/30/12,12.35,34,2012,No Holiday,0,0,53.6,1
1553,2051,2,BURGER,10/30/13,10.97,38,2013,No Holiday,0,0,44.6,1
1561,2051,2,BURGER,10/30/14,12.87,32,2014,No Holiday,0,0,50.0,1
1569,2051,2,BURGER,10/31/12,12.35,32,2012,No Holiday,0,0,53.6,1
1577,2051,2,BURGER,10/31/13,10.97,40,2013,No Holiday,0,0,44.6,1
1585,2051,2,BURGER,10/31/14,12.87,32,2014,No Holiday,0,0,48.2,1
1689,2051,2,BURGER,10/8/12,12.35,32,2012,No Holiday,0,0,66.2,1
1697,2051,2,BURGER,10/8/13,10.97,38,2013,No Holiday,0,0,66.2,1
1713,2051,2,BURGER,10/9/12,12.35,36,2012,No Holiday,0,0,66.2,1
1721,2051,2,BURGER,10/9/13,10.97,40,2013,No Holiday,0,0,60.8,1
1729,2051,2,BURGER,10/9/14,12.87,34,2014,No Holiday,0,0,66.2,1
1737,2051,2,BURGER,11/1/12,12.35,30,2012,No Holiday,0,0,51.8,1
1745,2051,2,BURGER,11/1/13,10.97,38,2013,No Holiday,0,0,48.2,1
1777,2051,2,BURGER,11/10/14,12.87,30,2014,No Holiday,0,0,42.8,1
1793,2051,2,BURGER,11/11/13,10.97,34,2013,No Holiday,0,0,35.6,1
1801,2051,2,BURGER,11/11/14,12.87,26,2014,No Holiday,0,0,44.6,1
1809,2051,2,BURGER,11/12/12,12.35,28,2012,No Holiday,0,0,46.4,1
1817,2051,2,BURGER,11/12/13,10.97,40,2013,No Holiday,0,0,37.4,1
1825,2051,2,BURGER,11/12/14,12.87,34,2014,No Holiday,0,0,44.6,1
1833,2051,2,BURGER,11/13/12,12.35,32,2012,No Holiday,0,0,42.8,1
1841,2051,2,BURGER,11/13/13,10.97,40,2013,No Holiday,0,0,35.6,1
1849,2051,2,BURGER,11/13/14,12.87,26,2014,No Holiday,0,0,46.4,1
1857,2051,2,BURGER,11/14/12,12.35,34,2012,No Holiday,0,0,44.6,1
1865,2051,2,BURGER,11/14/13,10.97,34,2013,No Holiday,0,0,37.4,1
1873,2051,2,BURGER,11/14/14,12.87,34,2014,No Holiday,0,0,44.6,1
1881,2051,2,BURGER,11/15/12,12.35,36,2012,No Holiday,0,0,44.6,1
1889,2051,2,BURGER,11/15/13,10.97,40,2013,No Holiday,0,0,39.2,1
1905,2051,2,BURGER,11/16/12,12.35,34,2012,No Holiday,0,0,46.4,1
1945,2051,2,BURGER,11/17/14,12.87,30,2014,No Holiday,0,0,39.2,1
1961,2051,2,BURGER,11/18/13,10.97,40,2013,No Holiday,0,0,42.8,1
1969,2051,2,BURGER,11/18/14,12.87,28,2014,No Holiday,0,0,39.2,1
1977,2051,2,BURGER,11/19/12,12.35,34,2012,No Holiday,0,0,37.4,1
1985,2051,2,BURGER,11/19/13,10.97,34,2013,No Holiday,0,0,39.2,1
1993,2051,2,BURGER,11/19/14,12.87,30,2014,No Holiday,0,0,39.2,1
2001,2051,2,BURGER,11/2/12,12.35,36,2012,No Holiday,0,0,53.6,1
2025,2051,2,BURGER,11/20/12,12.35,36,2012,No Holiday,0,0,37.4,1
2033,2051,2,BURGER,11/20/13,10.97,36,2013,No Holiday,0,0,39.2,1
2041,2051,2,BURGER,11/20/14,12.87,26,2014,No Holiday,0,0,39.2,1
2049,2051,2,BURGER,11/21/12,12.35,36,2012,No Holiday,0,0,41.0,1
2057,2051,2,BURGER,11/21/13,10.97,34,2013,No Holiday,0,0,41.0,1
2065,2051,2,BURGER,11/21/14,12.87,28,2014,No Holiday,0,0,39.2,1
2073,2051,2,BURGER,11/22/12,12.35,32,2012,No Holiday,0,0,39.2,1
2081,2051,2,BURGER,11/22/13,10.97,34,2013,No Holiday,0,0,35.6,1
2097,2051,2,BURGER,11/23/12,12.35,28,2012,No Holiday,0,0,33.8,1
2137,2051,2,BURGER,11/24/14,12.87,34,2014,No Holiday,0,0,39.2,1
2153,2051,2,BURGER,11/25/13,10.97,34,2013,No Holiday,0,0,37.4,1
2161,2051,2,BURGER,11/25/14,12.87,26,2014,No Holiday,0,0,35.6,1
2169,2051,2,BURGER,11/26/12,12.35,32,2012,No Holiday,0,0,39.2,1
2177,2051,2,BURGER,11/26/13,10.97,32,2013,No Holiday,0,0,33.8,1
2185,2051,2,BURGER,11/26/14,12.87,28,2014,No Holiday,0,0,33.8,1
2193,2051,2,BURGER,11/27/12,12.35,36,2012,No Holiday,0,0,37.4,1
2201,2051,2,BURGER,11/27/13,10.97,36,2013,No Holiday,0,0,35.6,1
2209,2051,2,BURGER,11/27/14,12.87,34,2014,No Holiday,0,0,28.4,1
2217,2051,2,BURGER,11/28/12,12.35,30,2012,No Holiday,0,0,35.6,1
2233,2051,2,BURGER,11/28/14,12.87,32,2014,No Holiday,0,0,33.8,1
2241,2051,2,BURGER,11/29/12,12.35,32,2012,No Holiday,0,0,32.0,1
2249,2051,2,BURGER,11/29/13,10.97,36,2013,No Holiday,0,0,32.0,1
2281,2051,2,BURGER,11/3/14,12.87,26,2014,No Holiday,0,0,50.0,1
2289,2051,2,BURGER,11/30/12,12.35,28,2012,No Holiday,0,0,32.0,1
2321,2051,2,BURGER,11/4/13,10.97,34,2013,No Holiday,0,0,35.6,1
2329,2051,2,BURGER,11/4/14,12.87,32,2014,No Holiday,0,0,51.8,1
2337,2051,2,BURGER,11/5/12,12.35,34,2012,No Holiday,0,0,53.6,1
2345,2051,2,BURGER,11/5/13,10.97,36,2013,No Holiday,0,0,39.2,1
2353,2051,2,BURGER,11/5/14,12.87,30,2014,No Holiday,0,0,50.0,1
2361,2051,2,BURGER,11/6/12,12.35,32,2012,No Holiday,0,0,51.8,1
2369,2051,2,BURGER,11/6/13,10.97,32,2013,No Holiday,0,0,41.0,1
2377,2051,2,BURGER,11/6/14,12.87,30,2014,No Holiday,0,0,50.0,1
2385,2051,2,BURGER,11/7/12,12.35,32,2012,No Holiday,0,0,50.0,1
2393,2051,2,BURGER,11/7/13,10.97,38,2013,No Holiday,0,0,41.0,1
2401,2051,2,BURGER,11/7/14,12.87,32,2014,No Holiday,0,0,48.2,1
2409,2051,2,BURGER,11/8/12,12.35,34,2012,No Holiday,0,0,46.4,1
2417,2051,2,BURGER,11/8/13,10.97,40,2013,No Holiday,0,0,42.8,1
2433,2051,2,BURGER,11/9/12,12.35,30,2012,No Holiday,0,0,46.4,1
2473,2051,2,BURGER,12/1/14,12.87,26,2014,No Holiday,0,0,39.2,1
2481,2051,2,BURGER,12/10/12,12.35,34,2012,No Holiday,0,0,32.0,1
2497,2051,2,BURGER,12/10/14,12.87,34,2014,No Holiday,0,0,33.8,1
2505,2051,2,BURGER,12/11/12,12.35,36,2012,No Holiday,0,0,33.8,1
2521,2051,2,BURGER,12/11/14,12.87,34,2014,No Holiday,0,0,33.8,1
2529,2051,2,BURGER,12/12/12,12.35,36,2012,No Holiday,0,0,35.6,1
2537,2051,2,BURGER,12/12/13,10.97,40,2013,No Holiday,0,0,30.2,1
2553,2051,2,BURGER,12/13/12,12.35,28,2012,No Holiday,0,0,32.0,1
2561,2051,2,BURGER,12/13/13,10.97,38,2013,No Holiday,0,0,30.2,1
2617,2051,2,BURGER,12/15/14,12.87,28,2014,No Holiday,0,0,32.0,1
2633,2051,2,BURGER,12/16/13,10.97,32,2013,No Holiday,0,0,32.0,1
2641,2051,2,BURGER,12/16/14,11.53,38,2014,No Holiday,0,0,30.2,1
2697,2051,2,BURGER,12/19/12,12.35,28,2012,No Holiday,0,0,30.2,1
2729,2051,2,BURGER,12/2/13,10.97,40,2013,No Holiday,0,0,30.2,1
2737,2051,2,BURGER,12/2/14,12.87,26,2014,No Holiday,0,0,41.0,1
2745,2051,2,BURGER,12/20/12,12.35,32,2012,No Holiday,0,0,30.2,1
2753,2051,2,BURGER,12/20/13,10.97,40,2013,No Holiday,0,0,26.6,1
2881,2051,2,BURGER,12/25/14,11.53,30,2014,No Holiday,0,0,32.0,1
2889,2051,2,BURGER,12/26/12,12.35,34,2012,No Holiday,0,0,30.2,1
2913,2051,2,BURGER,12/27/12,13.13,24,2012,No Holiday,0,0,30.2,1
2985,2051,2,BURGER,12/3/12,12.35,32,2012,No Holiday,0,0,32.0,1
3001,2051,2,BURGER,12/3/14,12.87,26,2014,No Holiday,0,0,42.8,1
3025,2051,2,BURGER,12/30/14,11.53,30,2014,No Holiday,0,0,33.8,1
3049,2051,2,BURGER,12/31/14,11.53,32,2014,No Holiday,0,0,35.6,1
3057,2051,2,BURGER,12/4/12,12.35,32,2012,No Holiday,0,0,33.8,1
3065,2051,2,BURGER,12/4/13,10.97,32,2013,No Holiday,0,0,28.4,1
3073,2051,2,BURGER,12/4/14,12.87,30,2014,No Holiday,0,0,42.8,1
3081,2051,2,BURGER,12/5/12,12.35,28,2012,No Holiday,0,0,32.0,1
3097,2051,2,BURGER,12/5/14,12.87,26,2014,No Holiday,0,0,39.2,1
3105,2051,2,BURGER,12/6/12,12.35,34,2012,No Holiday,0,0,32.0,1
3169,2051,2,BURGER,12/8/14,12.87,30,2014,No Holiday,0,0,39.2,1
3193,2051,2,BURGER,12/9/14,12.87,30,2014,No Holiday,0,0,33.8,1
3201,2051,2,BURGER,2/1/12,12.73,28,2012,No Holiday,0,0,32.0,1
3233,2051,2,BURGER,2/10/12,12.73,26,2012,No Holiday,0,0,32.0,1
3305,2051,2,BURGER,2/12/13,13.13,24,2013,No Holiday,0,0,32.0,1
3329,2051,2,BURGER,2/13/12,12.73,30,2012,No Holiday,0,0,32.0,1
3337,2051,2,BURGER,2/13/13,13.13,30,2013,No Holiday,0,0,33.8,1
3361,2051,2,BURGER,2/14/12,12.73,32,2012,No Holiday,0,0,32.0,1
3393,2051,2,BURGER,2/15/12,12.73,30,2012,No Holiday,0,0,32.0,1
3401,2051,2,BURGER,2/15/13,13.13,26,2013,No Holiday,0,0,32.0,1
3425,2051,2,BURGER,2/16/12,12.73,32,2012,No Holiday,0,0,32.0,1
3457,2051,2,BURGER,2/17/12,12.73,26,2012,No Holiday,0,0,32.0,1
3481,2051,2,BURGER,2/17/15,11.53,32,2015,No Holiday,0,0,32.0,1
3513,2051,2,BURGER,2/18/15,11.53,34,2015,No Holiday,0,0,30.2,1
3529,2051,2,BURGER,2/19/13,13.13,32,2013,No Holiday,0,0,32.0,1
3545,2051,2,BURGER,2/19/15,11.53,32,2015,No Holiday,0,0,32.0,1
3585,2051,2,BURGER,2/20/12,12.73,26,2012,No Holiday,0,0,37.4,1
3593,2051,2,BURGER,2/20/13,13.13,30,2013,No Holiday,0,0,35.6,1
3609,2051,2,BURGER,2/20/15,11.53,34,2015,No Holiday,0,0,32.0,1
3617,2051,2,BURGER,2/21/12,12.73,26,2012,No Holiday,0,0,39.2,1
3625,2051,2,BURGER,2/21/13,13.13,24,2013,No Holiday,0,0,33.8,1
3633,2051,2,BURGER,2/21/14,13.27,28,2014,No Holiday,0,0,33.8,1
3649,2051,2,BURGER,2/22/12,12.73,30,2012,No Holiday,0,0,39.2,1
3657,2051,2,BURGER,2/22/13,13.13,26,2013,No Holiday,0,0,35.6,1
3681,2051,2,BURGER,2/23/12,12.73,30,2012,No Holiday,0,0,42.8,1
3705,2051,2,BURGER,2/23/15,11.53,38,2015,No Holiday,0,0,33.8,1
3713,2051,2,BURGER,2/24/12,12.73,28,2012,No Holiday,0,0,39.2,1
3729,2051,2,BURGER,2/24/14,13.27,26,2014,No Holiday,0,0,33.8,1
3737,2051,2,BURGER,2/24/15,11.53,30,2015,No Holiday,0,0,39.2,1
3753,2051,2,BURGER,2/25/13,13.13,30,2013,No Holiday,0,0,32.0,1
3761,2051,2,BURGER,2/25/14,13.27,26,2014,No Holiday,0,0,28.4,1
3769,2051,2,BURGER,2/25/15,11.53,36,2015,No Holiday,0,0,41.0,1
3785,2051,2,BURGER,2/26/13,13.13,26,2013,No Holiday,0,0,32.0,1
3793,2051,2,BURGER,2/26/14,13.27,24,2014,No Holiday,0,0,37.4,1
3801,2051,2,BURGER,2/26/15,11.53,38,2015,No Holiday,0,0,41.0,1
3809,2051,2,BURGER,2/27/12,12.73,30,2012,No Holiday,0,0,30.2,1
3817,2051,2,BURGER,2/27/13,13.13,28,2013,No Holiday,0,0,35.6,1
3825,2051,2,BURGER,2/27/14,13.27,26,2014,No Holiday,0,0,42.8,1
3833,2051,2,BURGER,2/27/15,11.53,38,2015,No Holiday,0,0,37.4,1
3841,2051,2,BURGER,2/28/12,12.73,26,2012,No Holiday,0,0,33.8,1
3849,2051,2,BURGER,2/28/13,13.13,28,2013,No Holiday,0,0,35.6,1
3857,2051,2,BURGER,2/28/14,13.27,26,2014,No Holiday,0,0,41.0,1
4065,2051,2,BURGER,2/9/12,12.73,28,2012,No Holiday,0,0,32.0,1
4097,2051,2,BURGER,3/1/12,12.73,32,2012,No Holiday,0,0,33.8,1
4108,2051,2,BURGER,3/1/13,12.64,38,2013,No Holiday,0,0,39.2,1
4109,2051,2,BURGER,3/1/13,12.64,38,2013,No Holiday,0,0,32.0,1
4110,2051,2,BURGER,3/1/13,15.5,178,2013,No Holiday,0,0,39.2,1
4111,2051,2,BURGER,3/1/13,15.5,178,2013,No Holiday,0,0,32.0,1
4169,2051,2,BURGER,3/10/14,13.27,32,2014,No Holiday,0,0,39.2,1
4177,2051,2,BURGER,3/10/15,11.53,36,2015,No Holiday,0,0,42.8,1
4201,2051,2,BURGER,3/11/14,13.27,24,2014,No Holiday,0,0,46.4,1
4209,2051,2,BURGER,3/11/15,11.53,36,2015,No Holiday,0,0,44.6,1
4217,2051,2,BURGER,3/12/12,12.73,34,2012,No Holiday,0,0,55.4,1
4225,2051,2,BURGER,3/12/13,13.13,32,2013,No Holiday,0,0,37.4,1
4233,2051,2,BURGER,3/12/14,13.27,24,2014,No Holiday,0,0,39.2,1
4241,2051,2,BURGER,3/12/15,11.53,32,2015,No Holiday,0,0,39.2,1
4249,2051,2,BURGER,3/13/12,12.73,28,2012,No Holiday,0,0,50.0,1
4257,2051,2,BURGER,3/13/13,13.13,24,2013,No Holiday,0,0,42.8,1
4265,2051,2,BURGER,3/13/14,13.27,28,2014,No Holiday,0,0,37.4,1
4273,2051,2,BURGER,3/13/15,11.53,34,2015,No Holiday,0,0,46.4,1
4281,2051,2,BURGER,3/14/12,12.73,28,2012,No Holiday,0,0,41.0,1
4289,2051,2,BURGER,3/14/13,13.13,24,2013,No Holiday,0,0,42.8,1
4297,2051,2,BURGER,3/14/14,13.27,30,2014,No Holiday,0,0,41.0,1
4313,2051,2,BURGER,3/15/12,12.73,26,2012,No Holiday,0,0,37.4,1
4321,2051,2,BURGER,3/15/13,13.13,26,2013,No Holiday,0,0,44.6,1
4345,2051,2,BURGER,3/16/12,12.73,32,2012,No Holiday,0,0,42.8,1
4369,2051,2,BURGER,3/16/15,11.53,32,2015,No Holiday,0,0,51.8,1
4393,2051,2,BURGER,3/17/14,13.27,30,2014,No Holiday,0,0,53.6,1
4401,2051,2,BURGER,3/17/15,11.53,32,2015,No Holiday,0,0,53.6,1
4417,2051,2,BURGER,3/18/13,13.13,30,2013,No Holiday,0,0,35.6,1
4425,2051,2,BURGER,3/18/14,13.27,32,2014,No Holiday,0,0,42.8,1
4433,2051,2,BURGER,3/18/15,11.53,38,2015,No Holiday,0,0,51.8,1
4441,2051,2,BURGER,3/19/12,12.73,30,2012,No Holiday,0,0,46.4,1
4449,2051,2,BURGER,3/19/13,13.13,30,2013,No Holiday,0,0,37.4,1
4457,2051,2,BURGER,3/19/14,13.27,26,2014,No Holiday,0,0,32.0,1
4465,2051,2,BURGER,3/19/15,11.53,36,2015,No Holiday,0,0,46.4,1
4473,2051,2,BURGER,3/2/12,12.73,34,2012,No Holiday,0,0,35.6,1
4497,2051,2,BURGER,3/2/15,11.53,38,2015,No Holiday,0,0,39.2,1
4505,2051,2,BURGER,3/20/12,12.73,30,2012,No Holiday,0,0,44.6,1
4513,2051,2,BURGER,3/20/13,13.13,30,2013,No Holiday,0,0,44.6,1
4521,2051,2,BURGER,3/20/14,13.27,28,2014,No Holiday,0,0,39.2,1
4529,2051,2,BURGER,3/20/15,11.53,38,2015,No Holiday,0,0,50.0,1
4537,2051,2,BURGER,3/21/12,12.73,28,2012,No Holiday,0,0,37.4,1
4545,2051,2,BURGER,3/21/13,13.13,28,2013,No Holiday,0,0,46.4,1
4553,2051,2,BURGER,3/21/14,13.27,30,2014,No Holiday,0,0,46.4,1
4569,2051,2,BURGER,3/22/12,12.73,28,2012,No Holiday,0,0,39.2,1
4577,2051,2,BURGER,3/22/13,13.13,32,2013,No Holiday,0,0,41.0,1
4601,2051,2,BURGER,3/23/12,12.73,34,2012,No Holiday,0,0,42.8,1
4625,2051,2,BURGER,3/23/15,11.53,36,2015,No Holiday,0,0,55.4,1
4649,2051,2,BURGER,3/24/14,13.27,32,2014,No Holiday,0,0,39.2,1
4657,2051,2,BURGER,3/24/15,11.53,36,2015,No Holiday,0,0,59.0,1
4673,2051,2,BURGER,3/25/13,13.13,28,2013,No Holiday,0,0,46.4,1
4681,2051,2,BURGER,3/25/14,13.27,30,2014,No Holiday,0,0,42.8,1
4689,2051,2,BURGER,3/25/15,11.53,38,2015,No Holiday,0,0,60.8,1
4697,2051,2,BURGER,3/26/12,12.73,28,2012,No Holiday,0,0,46.4,1
4705,2051,2,BURGER,3/26/13,13.13,28,2013,No Holiday,0,0,32.0,1
4713,2051,2,BURGER,3/26/14,13.27,26,2014,No Holiday,0,0,48.2,1
4721,2051,2,BURGER,3/26/15,11.53,30,2015,No Holiday,0,0,60.8,1
4729,2051,2,BURGER,3/27/12,12.73,34,2012,No Holiday,0,0,48.2,1
4737,2051,2,BURGER,3/27/13,13.13,24,2013,No Holiday,0,0,55.4,1
4745,2051,2,BURGER,3/27/14,13.27,26,2014,No Holiday,0,0,50.0,1
4753,2051,2,BURGER,3/27/15,11.53,38,2015,No Holiday,0,0,62.6,1
4761,2051,2,BURGER,3/28/12,12.73,34,2012,No Holiday,0,0,50.0,1
4769,2051,2,BURGER,3/28/13,13.13,28,2013,No Holiday,0,0,59.0,1
4777,2051,2,BURGER,3/28/14,13.27,28,2014,No Holiday,0,0,41.0,1
4793,2051,2,BURGER,3/29/12,12.73,30,2012,No Holiday,0,0,51.8,1
4801,2051,2,BURGER,3/29/13,13.13,28,2013,No Holiday,0,0,53.6,1
4841,2051,2,BURGER,3/3/14,13.27,32,2014,No Holiday,0,0,44.6,1
4849,2051,2,BURGER,3/3/15,11.53,36,2015,No Holiday,0,0,37.4,1
4857,2051,2,BURGER,3/30/12,12.73,34,2012,No Holiday,0,0,57.2,1
4881,2051,2,BURGER,3/30/15,11.53,36,2015,No Holiday,0,0,62.6,1
4905,2051,2,BURGER,3/31/14,13.27,30,2014,No Holiday,0,0,48.2,1
4913,2051,2,BURGER,3/31/15,11.53,30,2015,No Holiday,0,0,57.2,1
4929,2051,2,BURGER,3/4/13,13.13,30,2013,No Holiday,0,0,35.6,1
4937,2051,2,BURGER,3/4/14,13.27,28,2014,No Holiday,0,0,46.4,1
4945,2051,2,BURGER,3/4/15,11.53,38,2015,No Holiday,0,0,35.6,1
4953,2051,2,BURGER,3/5/12,12.73,34,2012,No Holiday,0,0,44.6,1
4961,2051,2,BURGER,3/5/13,13.13,28,2013,No Holiday,0,0,35.6,1
4969,2051,2,BURGER,3/5/14,13.27,28,2014,No Holiday,0,0,50.0,1
4977,2051,2,BURGER,3/5/15,11.53,32,2015,No Holiday,0,0,37.4,1
4985,2051,2,BURGER,3/6/12,12.73,26,2012,No Holiday,0,0,39.2,1
4993,2051,2,BURGER,3/6/13,13.13,30,2013,No Holiday,0,0,39.2,1
5001,2051,2,BURGER,3/6/14,13.27,24,2014,No Holiday,0,0,46.4,1
5009,2051,2,BURGER,3/6/15,11.53,30,2015,No Holiday,0,0,35.6,1
5017,2051,2,BURGER,3/7/12,12.73,34,2012,No Holiday,0,0,39.2,1
5025,2051,2,BURGER,3/7/13,13.13,28,2013,No Holiday,0,0,39.2,1
5033,2051,2,BURGER,3/7/14,13.27,24,2014,No Holiday,0,0,50.0,1
5049,2051,2,BURGER,3/8/12,12.73,28,2012,No Holiday,0,0,39.2,1
5057,2051,2,BURGER,3/8/13,13.13,28,2013,No Holiday,0,0,32.0,1
5081,2051,2,BURGER,3/9/12,12.73,34,2012,No Holiday,0,0,41.0,1
5105,2051,2,BURGER,3/9/15,11.53,38,2015,No Holiday,0,0,39.2,1
5121,2051,2,BURGER,4/1/13,13.13,32,2013,No Holiday,0,0,46.4,1
5129,2051,2,BURGER,4/1/14,13.27,24,2014,No Holiday,0,0,46.4,1
5137,2051,2,BURGER,4/1/15,11.53,30,2015,No Holiday,0,0,62.6,1
5145,2051,2,BURGER,4/10/12,12.73,28,2012,No Holiday,0,0,50.0,1
5153,2051,2,BURGER,4/10/13,13.13,28,2013,No Holiday,0,0,59.0,1
5161,2051,2,BURGER,4/10/14,13.27,32,2014,No Holiday,0,0,46.4,1
5169,2051,2,BURGER,4/10/15,11.53,38,2015,No Holiday,0,0,57.2,1
5177,2051,2,BURGER,4/11/12,12.73,34,2012,No Holiday,0,0,57.2,1
5185,2051,2,BURGER,4/11/13,13.13,30,2013,No Holiday,0,0,57.2,1
5193,2051,2,BURGER,4/11/14,13.27,26,2014,No Holiday,0,0,48.2,1
5209,2051,2,BURGER,4/12/12,12.73,30,2012,No Holiday,0,0,62.6,1
5217,2051,2,BURGER,4/12/13,13.13,28,2013,No Holiday,0,0,60.8,1
5241,2051,2,BURGER,4/13/12,12.73,30,2012,No Holiday,0,0,66.2,1
5265,2051,2,BURGER,4/13/15,11.53,32,2015,No Holiday,0,0,62.6,1
5289,2051,2,BURGER,4/14/14,13.27,28,2014,No Holiday,0,0,50.0,1
5297,2051,2,BURGER,4/14/15,11.53,30,2015,No Holiday,0,0,66.2,1
5313,2051,2,BURGER,4/15/13,13.13,28,2013,No Holiday,0,0,64.4,1
5321,2051,2,BURGER,4/15/14,13.27,24,2014,No Holiday,0,0,55.4,1
5329,2051,2,BURGER,4/15/15,12.66,26,2015,No Holiday,0,0,64.4,1
5337,2051,2,BURGER,4/16/12,12.73,30,2012,No Holiday,0,0,66.2,1
5345,2051,2,BURGER,4/16/13,13.13,24,2013,No Holiday,0,0,60.8,1
5353,2051,2,BURGER,4/16/14,13.27,26,2014,No Holiday,0,0,53.6,1
5361,2051,2,BURGER,4/16/15,12.66,28,2015,No Holiday,0,0,60.8,1
5369,2051,2,BURGER,4/17/12,12.73,28,2012,No Holiday,0,0,57.2,1
5377,2051,2,BURGER,4/17/13,13.13,28,2013,No Holiday,0,0,69.8,1
5385,2051,2,BURGER,4/17/14,13.27,24,2014,No Holiday,0,0,55.4,1
5393,2051,2,BURGER,4/17/15,12.66,30,2015,No Holiday,0,0,57.2,1
